School,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_ordinal,Private_binary,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_ordinal_scaled,Private_binary_scaled
Goldey Beacom College,Yes,633,468,284,10,27,823,963,6120,2985,531,1830,75.0,25,27.6,4,6081,36,-0.9071947257815042,-0.9733231768150105,-0.5073055606423006,-1.2041414384332418,-0.9121840671987419,0.6968480623799264,-1.1252436803842232,-0.006996591595906965,0.8767356419673201,0.045592781487855547,-2.314801516396056,3.0128636091375527,1.6094379124341003,-0.93177505632177,0.7393364928909952,Low,0,1,-0.9071947257815036,-0.9733231768150095,-0.5073055606423018,-1.204141438433242,-0.9121840671987413,0.6968480623799266,-1.1252436803842234,-0.006996591595905337,0.8767356419673195,0.04559278148785549,-2.314801516396056,3.012863609137553,-2.2835393318336408,-0.9317750563218103,-0.05163767264256884,-1.4114878028927562,0.6125530498969481
Gonzaga University,Yes,1886,1524,526,31,67,2523,296,13000,4450,600,2400,78.0,90,14.7,32,9553,69,0.14673579591875785,0.2549735212825227,0.17056176206817786,0.4228593760746721,0.30674345795441105,-0.08150079528244612,0.7124516289319573,0.44960143907769445,1.4597682931085838,0.25846780349494175,0.6902976719925955,0.20805976907672294,3.4965075614664802,0.32088939753814905,0.8080593849416755,High,2,1,0.14673579591875846,0.2549735212825238,0.1705617620681766,0.42285937607467217,0.3067434579544116,-0.08150079528244589,0.712451628931957,0.44960143907769606,1.4597682931085831,0.2584678034949417,0.6902976719925955,0.20805976907672352,0.7990089285165864,0.32088939753810874,0.4158356487607785,1.4151256580548508,0.6125530498969481
Gordon College,Yes,674,565,282,25,54,1151,39,12200,4070,400,1200,73.0,82,14.2,32,9226,66,-0.8443140041897268,-0.7705738776426697,-0.5154560943079378,0.07620224590010746,-0.5153701039938592,-1.2240971271106291,0.538546706109194,-1.0385747644412713,-0.007652219861956637,-0.09172176908837011,0.01703484187169807,0.0830645638304953,3.4965075614664802,0.23483457106998754,0.8382789317507419,Medium,1,1,-0.8443140041897262,-0.7705738776426687,-0.515456094307939,0.07620224590010746,-0.5153701039938586,-1.224097127110629,0.5385467061091936,-1.0385747644412697,-0.007652219861957268,-0.09172176908837017,0.017034841871698108,0.08306456383049589,0.7990089285165864,0.23483457106994723,0.6213978929649402,0.001818927581047415,0.6125530498969481
Goshen College,Yes,440,396,221,26,51,910,166,9420,3730,600,1230,51.0,56,9.9,46,10270,72,-1.2773003039173505,-1.1553649344311452,-0.8020431447647498,0.1379929544107909,-0.790234196338998,-0.4312059738755724,-0.13166966162554308,0.44960143907769445,0.043338678820573046,-1.3589412011461273,-1.5240531582747878,-1.0739217798372562,3.8501476017100584,0.49458613295992027,0.9,Medium,1,1,-1.2773003039173498,-1.1553649344311443,-0.802043144764751,0.13799295441079093,-0.7902341963389975,-0.4312059738755722,-0.1316696616255434,0.44960143907769606,0.043338678820572414,-1.3589412011461273,-1.5240531582747878,-1.0739217798372556,1.3766836801623437,0.49458613295987996,1.0412427498106844,0.001818927581047415,0.6125530498969481
Goucher College,Yes,1151,813,248,40,64,850,80,15588,6174,500,1200,78.0,90,9.2,34,16623,77,-0.3196313028486059,-0.3862663102441872,-0.6651807663865615,0.8591123720558881,-0.8727169131899647,-0.844973801065171,1.2309708053941073,-0.22919460362735344,-0.007652219861956637,0.25846780349494175,0.6902976719925955,-1.2795288599936459,3.5553480614894135,1.491924130472861,0.7063423110338836,High,2,1,-0.3196313028486053,-0.38626631024418623,-0.6651807663865628,0.8591123720558882,-0.8727169131899641,-0.8449738010651707,1.230970805394107,-0.2291946036273518,-0.007652219861957268,0.2584678034949417,0.6902976719925955,-1.2795288599936452,0.8951255085680089,1.4919241304728206,-0.27607380039393836,1.4151256580548508,0.6125530498969481
Grace College and Seminary,Yes,548,428,167,18,46,618,113,8958,3670,300,1000,53.0,59,15.3,26,9798,64,-1.0527604281168035,-1.070422412905847,-1.1449724814438131,-0.4176946998854468,-1.274927884090176,-0.6529279200826904,-0.2552368701838875,-2.0483080496073764,-0.3812772018018639,-1.2621836217050806,-1.392393977623881,0.35589122750062535,3.295836866004329,0.38244317514841314,0.781021897810219,Medium,1,1,-1.0527604281168028,-1.0704224129058462,-1.1449724814438145,-0.41769469988544683,-1.2749278840901757,-0.6529279200826902,-0.2552368701838878,-2.0483080496073747,-0.38127720180186453,-1.2621836217050806,-1.392393977623881,0.35589122750062596,0.47121122188858366,0.38244317514837284,0.23191871024746238,0.001818927581047415,0.6125530498969481
Graceland College,Yes,555,414,242,14,41,996,2281,9100,3100,550,880,51.0,61,23.6,24,5609,47,-1.0398855625898908,-1.1067195044964149,-0.6940582875935933,-0.768473675269448,-0.6829109540471304,1.326024651624655,-0.21682050591119023,0.12366360034857365,-0.6402474519365877,-1.3589412011461273,-1.2983753500580535,2.211956120304136,3.2188758248682006,-1.1900316309135355,0.745945945945946,Medium,1,1,-1.0398855625898902,-1.106719504496414,-0.6940582875935946,-0.7684736752694481,-0.6829109540471299,1.3260246516246552,-0.21682050591119054,0.12366360034857528,-0.6402474519365884,-1.3589412011461273,-1.2983753500580535,2.2119561203041362,0.34549454598816776,-1.1900316309135759,-0.00667822928883494,0.001818927581047415,0.6125530498969481
Grand Valley State University,No,5165,3887,1561,20,60,8234,2619,6108,3800,500,1000,64.0,66,20.6,9,5063,57,1.0477411832702817,1.1602194794508622,1.2211756521848987,-0.2637884142137961,1.3072437220514952,1.4319224288770396,-1.129437743026696,-0.22919460362735344,-0.3812772018018639,-0.6640532127193101,-1.0407110988557453,1.5760036933158947,2.302585092994046,-1.5340737192801304,0.7525653436592449,Low,0,0,1.0477411832702823,1.1602194794508636,1.2211756521848973,-0.2637884142137962,1.3072437220514956,1.4319224288770398,-1.1294377430266962,-0.2291946036273518,-0.38127720180186453,-0.6640532127193101,-1.0407110988557453,1.5760036933158954,-1.1512760702749985,-1.5340737192801708,0.03834886055545697,-1.4114878028927562,-1.6325116659989423
Green Mountain College,Yes,780,628,198,7,20,545,42,11750,2700,400,850,77.0,83,14.0,24,6475,76,-0.6990756244101037,-0.6579340256458,-0.9348022212528749,-1.626781013821947,-1.4414249072737342,-1.186224667229641,0.43741250359800693,-1.0385747644412713,-0.7100928488284425,0.18658916323670852,0.09569733284866454,0.03258838544133381,3.2188758248682006,-0.7387771668507078,0.8051282051282052,Medium,1,1,-0.6990756244101032,-0.657934025645799,-0.9348022212528762,-1.6267810138219472,-1.4414249072737337,-1.1862246672296408,0.43741250359800665,-1.0385747644412697,-0.7100928488284431,0.18658916323670846,0.09569733284866458,0.03258838544133439,0.34549454598816776,-0.7387771668507481,0.3958969016832701,0.001818927581047415,0.6125530498969481
Greensboro College,Yes,608,494,176,10,31,649,314,8330,3770,550,1300,64.0,80,13.0,31,7949,39,-0.9477196186556396,-0.9148542999364515,-1.0795968539072518,-1.2041414384332418,-1.2113290489984967,-0.044669902510998914,-0.430108505965122,0.12366360034857365,0.15797762169666751,-0.6640532127193101,-0.1356944211524122,-0.22412911897517096,3.4657359027997265,-0.1521656662385521,0.8125,Medium,1,1,-0.947719618655639,-0.9148542999364505,-1.0795968539072531,-1.204141438433242,-1.2113290489984962,-0.04466990251099868,-0.4301085059651223,0.12366360034857528,0.15797762169666688,-0.6640532127193101,-0.13569442115241218,-0.22412911897517038,0.7487430981377603,-0.1521656662385924,0.4460420182607379,0.001818927581047415,0.6125530498969481
Greenville College,Yes,510,387,194,20,46,771,53,10310,4530,400,800,57.0,61,14.3,16,8222,60,-1.1258803468589633,-1.180582067861855,-0.9597044877315828,-0.2637884142137961,-0.9928406465373614,-1.065526666446129,0.09558300522426577,-1.0385747644412713,-0.831740799103585,-1.057594035693021,-1.2983753500580535,0.10819887684225446,2.833213344056216,-0.061688638380005656,0.7588235294117647,Medium,1,1,-1.1258803468589627,-1.1805820678618542,-0.959704487731584,-0.2637884142137962,-0.9928406465373608,-1.0655266664461287,0.09558300522426548,-1.0385747644412697,-0.8317407991035857,-1.057594035693021,-1.2983753500580535,0.10819887684225504,-0.28448920152158647,-0.061688638380045964,0.08091888041917393,0.001818927581047415,0.6125530498969481
Grinnell College,Yes,2039,1389,432,56,91,1333,30,15688,4618,400,400,88.0,92,9.5,54,18979,83,0.21887920193087035,0.1620625899392127,-0.03904524563411461,1.4803479884652575,-0.3506643895415159,-1.3559697713457746,1.2498296281827272,-1.0385747644412713,-2.1844360203854483,1.0278491213014884,0.8746535950171559,-1.1906916694765612,4.007333185232471,1.7237140634499122,0.6812162824914174,High,2,1,0.21887920193087096,0.1620625899392138,-0.03904524563411587,1.4803479884652577,-0.35066438954151535,-1.3559697713457743,1.249829628182727,-1.0385747644412697,-2.1844360203854487,1.0278491213014884,0.8746535950171559,-1.1906916694765606,1.6334479958237178,1.7237140634498718,-0.44698843547303196,1.4151256580548508,0.6125530498969481
Grove City College,Yes,2491,1110,573,57,88,2213,35,5224,3048,525,350,65.0,65,18.4,18,4957,100,0.40220327870658373,-0.06501740243049026,0.2597248681407421,1.514531847671769,0.17905060242717794,-1.2789032854925582,-1.4545982956336498,-0.04910428867699247,-2.4371388855855125,-0.6041457749675595,-1.094880026424442,1.0864302146786262,2.9444389791664403,-1.607565589490082,0.4456041750301084,Low,0,1,0.40220327870658434,-0.06501740243048919,0.2597248681407408,1.5145318476717693,0.1790506024271785,-1.278903285492558,-1.45459829563365,-0.04910428867699084,-2.437138885585513,-0.6041457749675595,-1.094880026424442,1.0864302146786269,-0.10280094841912382,-1.6075655894901224,-2.0496912780215544,-1.4114878028927562,0.6125530498969481
Guilford College,Yes,1202,1054,326,18,44,1410,299,13404,5160,450,1050,78.0,86,15.6,30,9114,65,-0.27801207478851087,-0.11794661861582757,-0.3499958886795415,-0.4176946998854468,-0.2890440563340105,-0.07522454097749419,0.7976098294365102,-0.6142542982610626,-0.2817874147283941,0.25846780349494175,0.3410143789166372,0.4289597985788314,3.4339872044851463,0.2042702485448557,0.8768718801996672,High,2,1,-0.27801207478851026,-0.1179466186158265,-0.3499958886795428,-0.41769469988544683,-0.2890440563340099,-0.07522454097749395,0.7976098294365098,-0.6142542982610609,-0.2817874147283947,0.2584678034949417,0.3410143789166373,0.428959798578832,0.696881263144984,0.2042702485448154,0.8839184775303086,1.4151256580548508,0.6125530498969481
Gustavus Adolphus College,Yes,1709,1385,634,36,72,2281,50,14125,3600,400,700,79.0,89,12.5,58,9907,80,0.05499965685527724,0.1591642333388204,0.3636193173681368,0.6753287453312369,0.20885524428698748,-1.0960209047484508,0.9454905754324342,-1.0385747644412713,-1.0977621251970406,0.33126661926272183,0.6005650532112241,-0.3553625238528725,4.07753744390572,0.4090709791338605,0.8104154476301931,High,2,1,0.05499965685527784,0.15916423333882151,0.3636193173681355,0.675328745331237,0.20885524428698804,-1.0960209047484506,0.9454905754324339,-1.0385747644412697,-1.0977621251970413,0.3312666192627218,0.6005650532112241,-0.35536252385287187,1.7481273960002646,0.4090709791338202,0.4318622800268725,1.4151256580548508,0.6125530498969481
Gwynedd Mercy College,Yes,380,237,104,30,56,716,1108,11000,5550,500,500,36.0,41,7.8,22,7483,96,-1.4292795810578283,-1.728122042366442,-1.759262943345921,0.36877700770497285,-1.0857037011407664,0.7955700857193758,0.26304304288094843,-0.22919460362735344,-1.7565250578392297,-1.9668257993943357,-2.0259049331637793,-1.7100169908089125,3.1354942159291497,-0.31822830099276933,0.6236842105263158,Medium,1,1,-1.4292795810578276,-1.7281220423664412,-1.7592629433459224,0.3687770077049729,-1.085703701140766,0.795570085719376,0.26304304288094815,-0.2291946036273518,-1.7565250578392304,-1.9668257993943357,-2.0259049331637793,-1.7100169908089118,0.20928980457225407,-0.31822830099280963,-0.8383385077154618,0.001818927581047415,0.6125530498969481
Hamilton College,Yes,3140,1783,454,40,82,1646,24,19700,5050,300,800,91.0,96,9.6,60,17761,91,0.6108944514574587,0.41084588564329366,0.01443715058377859,0.8591123720558881,-0.12310064119825011,-1.4654695858923672,1.9491090666190474,-2.0483080496073764,-0.831740799103585,1.2765938761615636,1.2632379969775114,-1.161322711796831,4.110873864173311,1.6098052606303153,0.5678343949044586,High,2,1,0.6108944514574592,0.4108458856432948,0.01443715058377733,0.8591123720558882,-0.12310064119824955,-1.465469585892367,1.9491090666190471,-2.0483080496073747,-0.8317407991035857,1.2765938761615636,1.2632379969775114,-1.1613227117968303,1.8025827916211208,1.6098052606302748,-1.2182453776018507,1.4151256580548508,0.6125530498969481
Hamline University,Yes,1006,825,328,34,73,1362,102,13252,4194,450,550,89.0,93,13.0,33,10296,65,-0.449727706517667,-0.37099421892415924,-0.34309674815841246,0.5776799288914051,-0.32695909859884575,-0.7105632497995541,0.7657705861943107,-0.6142542982610626,-1.5715860926720169,1.109844838622803,0.9692990979140862,-0.22412911897517096,3.5263605246161616,0.500532165855433,0.820079522862823,High,2,1,-0.4497277065176664,-0.37099421892415824,-0.34309674815841373,0.5776799288914052,-0.3269590985988452,-0.7105632497995539,0.7657705861943104,-0.6142542982610609,-1.5715860926720175,1.109844838622803,0.9692990979140862,-0.22412911897517038,0.8477740600370556,0.5005321658553927,0.49760016172075866,1.4151256580548508,0.6125530498969481
Hampden - Sydney College,Yes,817,644,307,20,40,945,1,13218,4773,660,600,95.0,97,13.3,53,12263,69,-0.6533140242438525,-0.6312484217657542,-0.4180771590723108,-0.2637884142137961,-0.7451222077256712,-2.789154165730728,0.7586158531116008,0.8108421981673638,-1.4016057555673218,1.6211201473361683,1.3645882269351624,-0.14633148248231995,3.9889840465642745,0.8925153057161329,0.7882496940024479,High,2,1,-0.653314024243852,-0.6312484217657532,-0.4180771590723121,-0.2637884142137962,-0.7451222077256706,-2.7891541657307277,0.7586158531116005,0.8108421981673655,-1.4016057555673225,1.6211201473361683,1.3645882269351624,-0.14633148248231936,1.6034744834472257,0.8925153057160926,0.2810843054601317,1.4151256580548508,0.6125530498969481
Hampton University,Yes,7178,3755,1433,25,63,4623,740,7161,3518,600,2000,60.0,64,14.0,9,6791,70,1.3280571656019333,1.1278472414209468,1.1447456296064773,0.07620224590010746,0.8512802515546801,0.5151068467870735,-0.7802418840968481,0.44960143907769445,1.0664517666868942,-0.8944658348300512,-1.1477182127095475,0.03258838544133381,2.302585092994046,-0.5966162551681812,0.5231262190025077,Low,0,1,1.328057165601934,1.1278472414209482,1.144745629606476,0.07620224590010746,0.8512802515546807,0.5151068467870737,-0.7802418840968485,0.44960143907769606,1.0664517666868936,-0.8944658348300512,-1.1477182127095475,0.03258838544133439,-1.1512760702749985,-0.5966162551682215,-1.5223635376373355,-1.4114878028927562,0.6125530498969481
Hanover College,Yes,1006,837,317,33,65,1024,15,8200,3485,500,1200,84.0,84,10.6,26,9248,64,-0.449727706517667,-0.35595780698897567,-0.3816578689187389,0.5272445442404744,-0.6503842442510744,-1.6883580068917188,-0.4673816430927015,-0.22919460362735344,-0.007652219861956637,0.7090601660532498,0.17590711389826053,-0.8738990280930917,3.295836866004329,0.2407711048705286,0.8320079522862823,Medium,1,1,-0.4497277065176664,-0.35595780698897467,-0.38165786891874015,0.5272445442404745,-0.6503842442510739,-1.6883580068917186,-0.4673816430927018,-0.2291946036273518,-0.007652219861957268,0.7090601660532498,0.17590711389826055,-0.8738990280930912,0.47121122188858366,0.2407711048704883,0.5787408465103001,0.001818927581047415,0.6125530498969481
Hardin-Simmons University,Yes,467,424,350,16,40,1365,334,6300,2980,700,2140,75.0,79,13.7,10,7054,38,-1.2160235586862245,-1.0806619632702608,-0.27026478297894996,-0.5849046607537626,-0.3245419831399542,-0.005914869171841798,-1.0629709897256059,1.0360807079976635,1.211789924601134,0.045592781487855547,-0.20978440474634713,-0.043655143285563025,2.3978952727983707,-0.4858582682422018,0.9079229122055674,Low,0,1,-1.2160235586862238,-1.0806619632702599,-0.27026478297895123,-0.5849046607537627,-0.32454198313995364,-0.005914869171841561,-1.062970989725606,1.036080707997665,1.2117899246011334,0.04559278148785549,-0.2097844047463471,-0.04365514328556244,-0.9955858819980911,-0.4858582682422421,1.095136728562224,-1.4114878028927562,0.6125530498969481
Harding University,Yes,1721,1068,806,35,75,3128,213,5504,3528,700,910,71.0,77,17.7,37,6466,73,0.061534714056522014,-0.10443722726203829,0.6037771096614052,0.6270233788095004,0.5083323315687016,-0.28291456787342517,-1.347937698152823,1.0360807079976635,-0.5725728835992011,-0.2253537109704769,-0.35347352257287784,0.9259436201670271,3.6375861597263857,-0.7429823905702062,0.620569436374201,Low,0,1,0.06153471405652262,-0.10443722726203722,0.603777109661404,0.6270233788095005,0.5083323315687022,-0.28291456787342495,-1.3479376981528233,1.036080707997665,-0.5725728835992018,-0.22535371097047696,-0.3534735225728778,0.9259436201670277,1.0294623131395182,-0.7429823905702465,-0.8595261174749087,-1.4114878028927562,0.6125530498969481
Hartwick College,Yes,2083,1725,430,22,49,1464,67,17480,4780,500,700,75.0,87,12.3,32,11625,73,0.23855423871085646,0.3781450787454281,-0.04406248171470981,-0.12094221917214973,-0.24822668263438888,-0.9410669533097701,1.5751599681039905,-0.22919460362735344,-1.0977621251970406,0.045592781487855547,0.4259346495311623,-0.4084259016153437,3.4965075614664802,0.7766434974014551,0.828132501200192,High,2,1,0.23855423871085707,0.3781450787454292,-0.044062481714711076,-0.12094221917214976,-0.24822668263438832,-0.9410669533097699,1.5751599681039903,-0.2291946036273518,-1.0977621251970413,0.04559278148785549,0.42593464953116233,-0.4084259016153431,0.7990089285165864,0.7766434974014148,0.5523788885499915,1.4151256580548508,0.6125530498969481
Harvard University,Yes,13865,2165,1606,90,100,6862,320,18485,6410,500,1920,97.0,97,9.9,52,37219,100,1.86903849118265,0.6012991611216327,1.2463428400411904,2.4524439222927676,1.169437759529532,-0.03281519843815528,1.748095854789754,-0.22919460362735344,0.9791134641443652,1.7988961457720525,1.3645882269351624,-1.0739217798372562,3.970291913552122,2.67530261111106,0.1561485755499459,High,2,1,1.8690384911826508,0.601299161121634,1.2463428400411891,2.452443922292768,1.1694377595295324,-0.032815198438155044,1.7480958547897538,-0.2291946036273518,0.9791134641443645,1.7988961457720525,1.3645882269351624,-1.0739217798372556,1.5729406861767377,2.6753026111110194,-4.0186533872995085,1.4151256580548508,0.6125530498969481
Harvey Mudd College,Yes,1377,572,178,95,100,654,5,17230,6690,700,900,100.0,100,8.2,46,21569,100,-0.14838336820690123,-0.757411550282847,-1.0655921862701434,2.570900058930502,-1.2014181888893445,-2.1706909080364514,1.5311313223741758,1.0360807079976635,-0.5948985251933547,2.072449535254145,1.6789026453905742,-1.5841549225823564,3.8501476017100584,1.9321625099967947,0.4153957879448075,High,2,1,-0.14838336820690062,-0.757411550282846,-1.0655921862701447,2.5709000589305027,-1.201418188889344,-2.170690908036451,1.5311313223741756,1.036080707997665,-0.5948985251933554,2.072449535254145,1.6789026453905742,-1.5841549225823557,1.3766836801623437,1.9321625099967543,-2.255177610502869,1.4151256580548508,0.6125530498969481
Hastings College,Yes,817,708,262,22,52,935,37,9376,3272,500,1902,57.0,63,13.0,17,7335,52,-0.6533140242438525,-0.5311680033063606,-0.6008223217387888,-0.12094221917214973,-0.7578008556512424,-1.2508324265266677,-0.14326405507782955,-0.22919460362735344,0.9589986053345012,-1.057594035693021,-1.199238322126377,-0.22412911897517096,2.8903717578961645,-0.37434767087137394,0.8665850673194615,Medium,1,1,-0.653314024243852,-0.5311680033063596,-0.60082232173879,-0.12094221917214976,-0.7578008556512419,-1.2508324265266675,-0.14326405507782985,-0.2291946036273518,0.9589986053345005,-1.057594035693021,-1.199238322126377,-0.22412911897517038,-0.1911203270674524,-0.37434767087141424,0.8139445512261274,0.001818927581047415,0.6125530498969481
Hendrix College,Yes,823,721,274,52,87,954,6,8800,3195,500,1200,82.0,99,13.1,26,8588,63,-0.6461031505349152,-0.5120233630842309,-0.5487381711632631,1.338890288558631,-0.7338504648461321,-2.0942242543239864,-0.2984550083699909,-0.22919460362735344,-0.007652219861956637,0.5551832097645348,1.572409762644023,-0.1981197138629203,3.295836866004329,0.05258640844253267,0.8760631834750912,Medium,1,1,-0.6461031505349146,-0.5120233630842299,-0.5487381711632643,1.3388902885586311,-0.7338504648461316,-2.094224254323986,-0.29845500836999117,-0.2291946036273518,-0.007652219861957268,0.5551832097645348,1.572409762644023,-0.1981197138629197,0.47121122188858366,0.05258640844249236,0.878417484592369,0.001818927581047415,0.6125530498969481
Hillsdale College,Yes,920,745,347,35,66,1133,42,11090,4700,400,750,80.0,80,12.0,31,12639,79,-0.5367762845676514,-0.4776299587491244,-0.2798806818641963,0.6270233788095004,-0.5333714638444965,-1.186224667229641,0.2843718631066613,-1.0385747644412713,-0.9606431574714017,0.404985518976676,-0.1356944211524122,-0.48865480430561903,3.4657359027997265,0.9565419713728878,0.8097826086956522,Medium,1,1,-0.5367762845676508,-0.4776299587491234,-0.27988068186419757,0.6270233788095005,-0.533371463844496,-1.1862246672296408,0.284371863106661,-1.0385747644412697,-0.9606431574714024,0.40498551897667595,-0.13569442115241218,-0.4886548043056184,0.7487430981377603,0.9565419713728475,0.4275575234921063,0.001818927581047415,0.6125530498969481
Hiram College,Yes,922,729,244,37,66,1000,275,14067,4560,400,1000,75.0,95,10.6,34,12165,79,-0.5346542711234586,-0.5004246054605611,-0.6843415445297774,0.7226458157909567,-0.6781964875177117,-0.12711259786288184,0.9337804705115147,-1.0385747644412713,-0.3812772018018639,0.045592781487855547,1.1635803366973685,-0.8738990280930917,3.5553480614894135,0.8753278375047303,0.7906724511930586,High,2,1,-0.5346542711234581,-0.5004246054605601,-0.6843415445297786,0.7226458157909568,-0.6781964875177111,-0.1271125978628816,0.9337804705115144,-1.0385747644412697,-0.38127720180186453,0.04559278148785549,1.1635803366973685,-0.8738990280930912,0.8951255085680089,0.87532783750469,0.29756461234263887,1.4151256580548508,0.6125530498969481
Hobart and William Smith Colleges,Yes,2688,2081,500,25,53,1792,5,19029,5841,600,600,99.0,99,12.1,37,13040,79,0.47119420073080576,0.5626826526047508,0.11719421920699934,0.07620224590010746,-0.03433766964460313,-2.1706909080364514,1.8391379214436463,0.44960143907769445,-1.4016057555673218,1.9803465843944406,1.572409762644023,-0.4618260387652622,3.6375861597263857,1.0216659603108964,0.7741815476190477,High,2,1,0.47119420073080637,0.562682652604752,0.11719421920699807,0.07620224590010746,-0.03433766964460258,-2.170690908036451,1.839137921443646,0.44960143907769606,-1.4016057555673225,1.9803465843944406,1.572409762644023,-0.46182603876526157,1.0294623131395182,1.021665960310856,0.18538863667211378,1.4151256580548508,0.6125530498969481
Hofstra University,Yes,7428,5860,1349,25,63,6534,1350,11600,5920,1000,1000,81.0,90,13.9,10,10093,60,1.3568330579158876,1.5390007336335938,1.0901753061891963,0.07620224590010746,1.1314600668627195,0.936957070613669,0.403136443583273,2.4385556137203848,-0.3812772018018639,0.47962441223420943,0.6902976719925955,0.007245147886748601,2.3978952727983707,0.4534813113725932,0.7889068389876144,Medium,1,1,1.3568330579158883,1.5390007336335951,1.090175306189195,0.07620224590010746,1.13146006686272,0.9369570706136692,0.4031364435832727,2.4385556137203865,-0.38127720180186453,0.4796244122342094,0.6902976719925955,0.007245147886749187,-0.9955858819980911,0.4534813113725529,0.2855543988990511,0.001818927581047415,0.6125530498969481
Hollins College,Yes,602,498,215,26,58,795,74,13470,5515,500,850,78.0,91,11.1,48,13957,72,-0.9577117377063573,-0.9061519216966294,-0.8350844145151082,0.1379929544107909,-0.9548158539550062,-0.8874268200608982,0.81136092042319,-0.22919460362735344,-0.7100928488284425,0.25846780349494175,0.7816568116943878,-0.7341609556836688,3.8918202981106265,1.1596083388245388,0.8272425249169435,High,2,1,-0.9577117377063568,-0.9061519216966284,-0.8350844145151094,0.13799295441079093,-0.9548158539550057,-0.887426820060898,0.8113609204231896,-0.2291946036273518,-0.7100928488284431,0.2584678034949417,0.7816568116943878,-0.7341609556836682,1.44475647114785,1.1596083388244984,0.5463250081516874,1.4151256580548508,0.6125530498969481
Hood College,Yes,699,565,176,36,64,710,399,13960,6040,450,690,82.0,88,14.4,34,12434,72,-0.8079545962346025,-0.7705738776426697,-1.0795968539072518,0.6753287453312369,-1.0963584006614737,0.1070210746282918,0.912093837816943,-0.6142542982610626,-1.126270593963158,0.5551832097645348,0.5124477851823425,0.1332649014169342,3.5553480614894135,0.9220039712349747,0.8082975679542204,High,2,1,-0.807954596234602,-0.7705738776426687,-1.0795968539072531,0.675328745331237,-1.0963584006614733,0.10702107462829204,0.9120938378169426,-0.6142542982610609,-1.1262705939631588,0.5551832097645348,0.5124477851823425,0.13326490141693478,0.8951255085680089,0.9220039712349344,0.4174558396557439,1.4151256580548508,0.6125530498969481
Hope College,Yes,1712,1483,624,37,69,2505,208,12275,4341,465,1100,72.0,81,12.5,40,9284,72,0.056638025513930636,0.2277179378497895,0.3473981088030835,0.7226458157909567,0.2998637950833216,-0.2972019675334946,0.5551629604043432,-0.49497723450763653,-0.18659120676503163,-0.15899811554781332,-0.060091883356808096,-0.3553625238528725,3.713572066704308,0.25043859533513013,0.8662383177570093,Medium,1,1,0.05663802551393124,0.2277179378497906,0.34739810880308225,0.7226458157909568,0.29986379508332217,-0.29720196753349437,0.5551629604043429,-0.4949772345076349,-0.18659120676503227,-0.15899811554781337,-0.06009188335680806,-0.35536252385287187,1.1535860970634626,0.25043859533508983,0.8115858587319998,0.001818927581047415,0.6125530498969481
Houghton College,Yes,949,786,302,30,70,1210,26,9990,3550,500,1500,85.0,90,15.0,24,8187,67,-0.5064809912849563,-0.421528346042678,-0.4368036329981724,0.36877700770497285,-0.45868846448416006,-1.4264688673004153,0.015414767758354089,-0.22919460362735344,0.45655088685874945,0.7873781516832565,0.6902976719925955,0.2822630870249347,3.2188758248682006,-0.07302771101305125,0.8282402528977871,Medium,1,1,-0.5064809912849557,-0.421528346042677,-0.43680363299817365,0.3687770077049729,-0.4586884644841595,-1.426468867300415,0.015414767758353796,-0.2291946036273518,0.45655088685874884,0.7873781516832565,0.6902976719925955,0.2822630870249353,0.34549454598816776,-0.07302771101309155,0.5531118472840987,0.001818927581047415,0.6125530498969481
Huntingdon College,Yes,608,520,127,26,47,538,126,8080,3920,500,1100,63.0,72,11.4,9,7703,44,-0.9477196186556396,-0.8595869242702061,-1.4946627353887945,0.1379929544107909,-1.4588087077045104,-0.5910032316073235,-0.5021337567822785,-0.22919460362735344,-0.18659120676503163,-0.7230390518843525,-0.6870519494859656,-0.6514933665420358,2.302585092994046,-0.23789916074291384,0.8552631578947368,Medium,1,1,-0.947719618655639,-0.8595869242702051,-1.4946627353887958,0.13799295441079093,-1.45880870770451,-0.5910032316073233,-0.5021337567822788,-0.2291946036273518,-0.18659120676503227,-0.7230390518843525,-0.6870519494859656,-0.6514933665420353,-1.1512760702749985,-0.23789916074295414,0.7369295938302606,0.001818927581047415,0.6125530498969481
